,,,Прайс на размещение рекламного баннера,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GID,Регион,Город,Район,Название пакета,Категория ЖК,Дата застройки экранов,Класс жилья,Наименование ЖК,Адрес,"Коррдинаты (широта, долгота)",,Год сдачи дома,Этажность,Количество квартир,Количество жильцов,Всего экранов,Число экранов в холле,Всего холлов в доме,Число экранов в лифте,Всего лифтов в доме,Тип экрана,Способ показа,Формат,Период/дней,Частота контакта рекламы c 1 жителем (Frequency),Количество контактов с рекламой (OTS),Стоимость 1000 контактов (CPT) с НДС для Федерального и крупного бизнеса,ФО/скрин с камеры,Фото,Цена за размещение на 1 экране/месяц руб. без НДС,Цена за размещение на 1 экране/месяц руб. в т.ч НДС 22%,"Стоимость размещения в 1 доме/1 месяц, руб. без НДС ","Стоимость размещения в 1 доме/1 месяц, руб. в т.ч.НДС 22%"
OREN11,Оренбургская область,Оренбург,Ленинский,мкрн. Дубки,Б,11.2025,Стандарт,ЖК Дубки 6,"улица Уральская, 2/20",51.761833,55.145313,2022,17,404,1 131,5,5,5,0,10,Горизонтальный 4*3,Digital (без звука),статичный баннер,31,20,22794,1755,100%,,6557,8000,32787,40000
OREN11,Оренбургская область,Оренбург,Ленинский,мкрн. Дубки,Б,11.2025,Стандарт,ЖК Дубки 6,"улица Уральская, 2/22",51.761971,55.146587,2023,19,417,1 168,5,5,5,0,10,Горизонтальный 4*3,Digital (без звука),статичный баннер,31,20,23527,1700,100%,,6557,8000,32787,40000
OREN12,Оренбургская область,Оренбург,Промышленный,Промышленный_Центр,А,11.2025,Стандарт,ЖК Малая земля 1,"улица Пролетарская, 288/4",51.803907,55.095149,2019,19,203,568,2,2,2,0,4,Горизонтальный 4*3,Digital (без звука),статичный баннер,31,20,11453,1397,100%,,6557,8000,13115,16000
OREN12,Оренбургская область,Оренбург,Промышленный,Промышленный_Центр,А,11.2025,Стандарт,ЖК Малая земля 1,"улица Пролетарская, 288/4",51.803907,55.095149,2019,19,203,568,2,0,2,2,4,Вертикальный 4*3,Digital (без звука),статичный баннер,31,20,11453,1397,100%,,6557,8000,13115,16000
OREN12,Оренбургская область,Оренбург,Промышленный,Промышленный_Центр,А,11.2025,Стандарт,ЖК Малая земля 1,"улица Пролетарская, 298",51.807936,55.095467,2020,17,404,1 131,5,5,5,0,10,Горизонтальный 4*3,Digital (без звука),статичный баннер,31,20,22794,1755,100%,,6557,8000,32787,40000
OREN13,Оренбургская область,Оренбург,Промышленный,Промышленный_Центр,Б,07.2026,Стандарт,ЖК Малая земля 2,"проезд Нижний, 5/6",51.802613,55.099839,2017,19,284,795,6,3,3,3,6,Вертикальный 4*3,Digital (без звука),статичный баннер,31,40,32047,1498,100%,,6557,8000,39344,48000
OREN14,Оренбургская область,Оренбург,Промышленный,Промышленный_Центр,Б,08.2026,Стандарт,ЖК Малая земля 3,"улица Пролетарская, 300",51.807959,55.096256,2020,18,357,1 000,4,4,4,0,8,Горизонтальный 4*3,Digital (без звука),статичный баннер,31,20,20142,1589,100%,,6557,8000,26230,32000
OREN14,Оренбургская область,Оренбург,Промышленный,,Б,08.2026,Комфорт,ЖК Малая земля 3,"улица Пролетарская, 300",51.807726,55.096344,2020,17,357,1 000,4,0,4,4,8,Вертикальный 4*3,Digital (без звука),статичный баннер,31,20,20142,1589,100%,,6557,8000,26230,32000
OREN14,Оренбургская область,Оренбург,Промышленный,,Б,08.2026,Комфорт,ЖК Малая земля 3,"улица Пролетарская, 292",51.805532,55.095608,2019,19,299,837,8,4,4,4,8,Вертикальный 4*3,Digital (без звука),статичный баннер,31,40,33739,1897,100%,,6557,8000,52459,64000
OREN15,Оренбургская область,Оренбург,Ленинский,мкрн. 18_19_20,А,11.2025,Стандарт,ЖК Молодежный 1,"улица Карпова, 3/1 ",51.817196,55.181866,2016,19,576,1 613,8,8,8,0,16,Горизонтальный 4*3,Digital (без звука),статичный баннер,31,20,32498,1969,100%,,6557,8000,52459,64000
OREN15,Оренбургская область,Оренбург,Ленинский,мкрн. 18_19_20,А,11.2025,Стандарт,ЖК Молодежный 1,"улица Карпова, 3/1 ",51.817196,55.181866,2016,19,576,1 613,8,0,8,8,16,Вертикальный 4*3,Digital (без звука),статичный баннер,31,20,32498,1969,100%,,6557,8000,52459,64000
OREN16,Оренбургская область,Оренбург,Ленинский,мкрн. 13_15_16,А,11.2025,Стандарт,ЖК Звездный,"улица Братьев Хусаиновых, 8",51.823776,55.178223,2021,17,297,832,3,3,3,0,6,Горизонтальный 4*3,Digital (без звука),статичный баннер,31,20,16757,1432,100%,,6557,8000,19672,24000
OREN16,Оренбургская область,Оренбург,Ленинский,мкрн. 13_15_16,А,11.2025,Стандарт,ЖК Звездный,"улица Братьев Хусаиновых, 8",51.823776,55.178223,2021,17,297,832,3,0,3,3,6,Вертикальный 4*3,Digital (без звука),статичный баннер,31,20,16757,1432,100%,,6557,8000,19672,24000
OREN16,Оренбургская область,Оренбург,Ленинский,мкрн. 13_15_16,А,11.2025,Стандарт,ЖК Звездный,"улица Братьев Хусаиновых, 6",51.824999,55.176968,2025,20,594,1 663,5,5,5,0,10,Горизонтальный 4*3,Digital (без звука),статичный баннер,31,20,33513,1194,100%,,6557,8000,32787,40000
OREN16,Оренбургская область,Оренбург,Ленинский,мкрн. 13_15_16,А,11.2025,Стандарт,ЖК Звездный,"улица Братьев Хусаиновых, 6",51.824999,55.176968,2025,20,594,1 663,5,0,5,5,10,Вертикальный 4*3,Digital (без звука),статичный баннер,31,20,33513,1194,100%,,6557,8000,32787,40000
OREN17,Оренбургская область,Оренбург,Ленинский,"мкрн. Южный",Б,12.2025,Стандарт,ЖК Южный,"улица Илекская, 2/2",51.721118,55.108154,2013,14,83,232,1,1,1,0,2,Горизонтальный 4*3,Digital (без звука),статичный баннер,31,20,4683,1708,100%,,6557,8000,6557,8000
OREN17,Оренбургская область,Оренбург,Ленинский,"мкрн. Южный",Б,12.2025,Стандарт,ЖК Южный,"улица Беляевская,15/1",51.721636,55.109629,2017,17,175,490,2,2,2,0,4,Горизонтальный 4*3,Digital (без звука),статичный баннер,31,20,9874,1620,100%,,6557,8000,13115,16000
OREN17,Оренбургская область,Оренбург,Ленинский,"мкрн. Южный",Б,12.2025,Стандарт,ЖК Южный,"улица Беляевская, 15",51.722049,55.107403,2016,15,572,1 602,8,8,8,0,16,Горизонтальный 4*3,Digital (без звука),статичный баннер,31,20,32272,1983,100%,,6557,8000,52459,64000
OREN17,Оренбургская область,Оренбург,Ленинский,"мкрн. Южный",Б,12.2025,Стандарт,ЖК Южный,"улица Центральная, 13/1",51.713082,55.111625,2023,17,136,381,1,1,1,0,2,Горизонтальный 4*3,Digital (без звука),статичный баннер,31,20,7673,1043,100%,,6557,8000,6557,8000
OREN18,Оренбургская область,Оренбург,Ленинский,мкрн. Дубки,А,12.2025,Комфорт,ЖК Донковцева 1,"улица Донковцева, 1",51.770590,55.162496,2019,19,348,974,5,5,5,0,10,Горизонтальный 4*3,Digital (без звука),статичный баннер,31,20,19634,2037,100%,,6557,8000,32787,40000
OREN18,Оренбургская область,Оренбург,Ленинский,мкрн. Дубки,А,12.2025,Комфорт,ЖК Донковцева 1,"улица Донковцева, 3",51.769821,55.162451,2019,19,197,552,3,3,3,0,6,Горизонтальный 4*3,Digital (без звука),статичный баннер,31,20,11115,2159,100%,,6557,8000,19672,24000
OREN19,Оренбургская область,Оренбург,Ленинский,мкрн. 18_19_20,А,12.2025,Комфорт,ЖК Молодежный 2,"улица Салмышская, 47/1",51.819580,55.172692,2015,15,302,846,4,4,4,0,8,Горизонтальный 4*3,Digital (без звука),статичный баннер,31,20,17039,1878,100%,,6557,8000,26230,32000
OREN19,Оренбургская область,Оренбург,Ленинский,мкрн. 18_19_20,А,12.2025,Комфорт,ЖК Молодежный 2,"улица Салмышская, 67",51.813511,55.177516,2021,19,105,294,1,1,1,0,2,Горизонтальный 4*3,Digital (без звука),статичный баннер,31,20,5924,1350,100%,,6557,8000,6557,8000
OREN19,Оренбургская область,Оренбург,Ленинский,мкрн. 18_19_20,А,12.2025,Комфорт,ЖК Молодежный 2,"улица Салмышская, 67/1",51.813472,55.179061,2014,16,245,686,4,4,4,0,8,Горизонтальный 4*3,Digital (без звука),статичный баннер,31,20,13823,2315,100%,,6557,8000,26230,32000
OREN20,Оренбургская область,Оренбург,Центральный,Промышленный_Центр,Б,12.2025,Стандарт,ЖК Грин Хаус 2,"улица 1 Мая, 61/3",51.791111,55.099381,2017,19,192,538,3,3,3,0,6,Горизонтальный 4*3,Digital (без звука),статичный баннер,31,20,10833,2216,100%,,6557,8000,19672,24000
OREN20,Оренбургская область,Оренбург,Центральный,Промышленный_Центр,Б,12.2025,Стандарт,ЖК Грин Хаус 2,"улица Комсомольская, 199/1",51.790722,55.100423,2015,18,507,1 420,7,7,7,0,14,Горизонтальный 4*3,Digital (без звука),статичный баннер,31,20,28605,1958,100%,,6557,8000,45902,56000
OREN21,Оренбургская область,Оренбург,Дзержинский,мкрн. 18_19_20,А,12.2025,Стандарт,ЖК Победа,"улица Транспортная, 1/1",51.813305,55.148995,2015,19,741,2 075,10,10,10,0,20,Горизонтальный 4*3,Digital (без звука),статичный баннер,31,20,41807,1914,100%,,6557,8000,65574,80000
OREN21,Оренбургская область,Оренбург,Центральный,мкрн. 18_19_20,А,12.2025,Стандарт,ЖК Победа,"Квартальный переулок, 4/1",51.795713,55.125450,2020,20,311,871,4,4,4,0,8,Горизонтальный 4*3,Digital (без звука),статичный баннер,31,20,17547,1824,100%,,6557,8000,26230,32000
OREN22,Оренбургская область,Оренбург,Центральный,Промышленный_Центр,А,11.2025,Стандарт,ЖК Новая слободка,"Слесарный переулок, 7",51.759202,55.084729,2024,11,110,308,1,1,1,0,2,Горизонтальный 4*3,Digital (без звука),статичный баннер,31,20,6206,1289,100%,,6557,8000,6557,8000
OREN22,Оренбургская область,Оренбург,Центральный,Промышленный_Центр,А,11.2025,Стандарт,ЖК Новая слободка,"улица Черепановых, 44",51.758578,55.084118,2019,11,99,277,2,1,1,1,2,Горизонтальный 4*3,Digital (без звука),статичный баннер,31,40,11171,1432,100%,,6557,8000,13115,16000
OREN23,Оренбургская область,Оренбург,Ленинский,мкрн. Дубки,А,03.2026,Комфорт,ЖК Новостройки,"улица Перовского, 1",51.767519,55.171336,2025,20,137,384,2,1,1,1,2,Горизонтальный 4*3,Digital (без звука),статичный баннер,31,40,15459,1035,100%,,6557,8000,13115,16000
